user_id,Precision@K,Recall@K,NDCG@K,MAP@K,Intra_List_Diversity,Genre_Diversity,Novelty_Score,Long_Tail_%,Catalog_Coverage,Gini_Index
590,0.0,0.0,0.0,0.0,0.8702329360348704,0.5652173913043478,3.8386094641958914,0.3,,
10,0.0,0.0,0.0,0.0,0.8523185031665742,0.5,5.1002857972894216,0.6,,
76,0.0,0.0,0.0,0.0,0.8397915346523299,0.5,3.1165313889764983,0.3,,
577,0.0,0.0,0.0,0.0,0.8159236091899903,0.46875,4.055433911484397,0.5,,
84,0.0,0.0,0.0,0.0,0.8358912013346294,0.5714285714285714,3.1585961862055494,0.3,,
141,0.0,0.0,0.0,0.0,0.8489546160667052,0.5416666666666666,3.909891181537392,0.5,,
575,0.0,0.0,0.0,0.0,0.7804664590165868,0.41379310344827586,1.9643934414502628,0.1,,
336,0.0,0.0,0.0,0.0,0.8394401131344936,0.4782608695652174,3.454473458477756,0.4,,
246,0.0,0.0,0.0,0.0,0.8389077873043267,0.6086956521739131,5.092631447790138,0.7,,
329,0.0,0.0,0.0,0.0,0.7275915652860065,0.4,4.4722339858383,0.6,,
109,0.0,0.0,0.0,0.0,0.8606827921142362,0.5454545454545454,3.284246311021449,0.2,,
178,0.0,0.0,0.0,0.0,0.8758394994868575,0.5416666666666666,3.259167163269727,0.2,,
483,0.0,0.0,0.0,0.0,0.8678287339861415,0.5416666666666666,4.223319549095379,0.5,,
303,0.0,0.0,0.0,0.0,0.9045483864132183,0.5909090909090909,3.7065337315895612,0.3,,
584,0.0,0.0,0.0,0.0,0.9047440898438706,0.6666666666666666,3.0152506986535337,0.3,,
300,0.0,0.0,0.0,0.0,0.7575668317477022,0.4444444444444444,3.890560307993212,0.4,,
369,0.0,0.0,0.0,0.0,0.9098723348321164,0.6521739130434783,3.42514286450702,0.2,,
157,0.0,0.0,0.0,0.0,0.7881690129645109,0.41379310344827586,2.978086713902024,0.4,,
610,0.0,0.0,0.0,0.0,0.8257254885414147,0.5217391304347826,4.029520583199004,0.4,,
295,0.0,0.0,0.0,0.0,0.8085923433402451,0.4642857142857143,4.1214666988236015,0.6,,
70,0.0,0.0,0.0,0.0,0.7288392219663145,0.44,4.4081332030917295,0.6,,
330,0.0,0.0,0.0,0.0,0.8104621963887109,0.4642857142857143,4.611473419487763,0.7,,
417,0.0,0.0,0.0,0.0,0.8897675133366967,0.64,3.5740119421271586,0.4,,
83,0.0,0.0,0.0,0.0,0.8745799963196865,0.5384615384615384,3.37956736744528,0.4,,
44,0.0,0.0,0.0,0.0,0.8258155693633782,0.5,2.0366673148692933,0.2,,
370,0.0,0.0,0.0,0.0,0.8086118254023944,0.5,3.762917342034953,0.3,,
122,0.0,0.0,0.0,0.0,0.8647222181388305,0.5909090909090909,3.8236311697290453,0.4,,
5,0.0,0.0,0.0,0.0,0.8850114114405644,0.625,2.2488541579393564,0.1,,
354,0.0,0.0,0.0,0.0,0.826172448582107,0.5217391304347826,4.351668473109618,0.5,,
142,0.0,0.0,0.0,0.0,0.9002331310012897,0.5555555555555556,1.5741327649357317,0.1,,
305,0.0,0.0,0.0,0.0,0.8194100954170511,0.42857142857142855,4.867422600808267,0.7,,
359,0.0,0.0,0.0,0.0,0.7668453988661574,0.48,3.747958854360345,0.3,,
592,0.0,0.0,0.0,0.0,0.8725459086128176,0.52,3.053171236183061,0.2,,
196,0.0,0.0,0.0,0.0,0.9143326401590266,0.6538461538461539,2.9548287550530024,0.3,,
88,0.1,0.3333333333333333,0.20210734650054757,0.08333333333333333,0.8568033937772297,0.4482758620689655,2.219097384010093,0.1,,
271,0.0,0.0,0.0,0.0,0.8069378878102488,0.5,3.5416655261848597,0.3,,
587,0.0,0.0,0.0,0.0,0.8433015662466958,0.4583333333333333,4.002408669602457,0.4,,
215,0.0,0.0,0.0,0.0,0.822564854648346,0.45,4.888101839224855,0.6,,
62,0.0,0.0,0.0,0.0,0.9024445341685797,0.55,3.5964120866064677,0.3,,
90,0.0,0.0,0.0,0.0,0.8420997554284042,0.5652173913043478,3.979261890262722,0.4,,
416,0.0,0.0,0.0,0.0,0.7813712907013264,0.4827586206896552,2.9099530915485188,0.3,,
238,0.0,0.0,0.0,0.0,0.7847650377834621,0.5833333333333334,4.164966360969494,0.5,,
432,0.0,0.0,0.0,0.0,0.8302825919775974,0.5185185185185185,4.543367869063113,0.5,,
36,0.1,0.5,0.21840743681816419,0.08333333333333333,0.7706776848432337,0.4827586206896552,3.9570764613977873,0.6,,
99,0.1,0.3333333333333333,0.20210734650054757,0.08333333333333333,0.8704585110151173,0.5,1.4042754851011594,0.0,,
134,0.0,0.0,0.0,0.0,0.8619177262380051,0.5833333333333334,2.0610392580044254,0.1,,
120,0.0,0.0,0.0,0.0,0.8665494746829472,0.45454545454545453,1.8923606034359597,0.2,,
174,0.0,0.0,0.0,0.0,0.8998426661428212,0.5833333333333334,2.4400448439758984,0.1,,
352,0.0,0.0,0.0,0.0,0.843089034582267,0.5,3.6656948965047604,0.5,,
389,0.0,0.0,0.0,0.0,0.847165810725492,0.46153846153846156,2.6739670135627067,0.2,,
AVERAGE,0.006000000000000001,0.02333333333333333,0.012452442596385187,0.005,0.8394141846844725,0.5202185414271996,3.4886101353186003,0.36199999999999993,0.02648326832272634,0.4220620155038759
